Код;Наименование;ИНН;КПП;Адрес;Телефон;email;Сайт;Дополнительно
7207;Межрайонная ИФНС России № 8 по Тюменской области;7207007527;720701001;,627013,Тюменская обл,,Ялуторовск г,,Комсомольская ул,11,,;34535-34903, 34535-34929, 34535-34931;m7207@m07.r72.nalog.ru;-;"Код ОКПО:32739735, Режим работы: понедельник, среда, пятница с 08.00 до 18.00; вторник, четверг с 08.00 до 20.00. Дополнительно: 1-я и 3-я суббота месяца с 10.00 до 15.00 без перерыва"
7220;Межрайонная ИФНС России № 10 по Тюменской области;7220003793;722001001;,627070,Тюменская обл,Омутинский р-н,,Омутинское с,Калинина ул,29,,;34544-33311, 34544-31540, 34544-31342, 34544-28438;m7220@m20.r72.nalog.ru;-;"Код ОКПО:33088895, Режим работы: понедельник, среда, пятница с 08.00 до 18.00; вторник, четверг с 08.00 до 20.00. Дополнительно: 1-я и 3-я суббота месяца с 10.00 до 15.00 без перерыва"
7224;Межрайонная ИФНС России № 6 по Тюменской области;7202104830;720301001;,625048,Тюменская обл,,Тюмень г,,Малыгина ул,54,,;3452-404849, 3452-404968, 3452-404868;m7224@m24.r72.nalog.ru;-;"Код ОКПО:31416591, Режим работы: понедельник, среда, пятница с 08.00 до 18.00; вторник, четверг с 08.00 до 20.00. Дополнительно: 1-я и 3-я суббота месяца с 10.00 до 15.00 без перерыва"
7230;ИФНС России по г.Тюмени № 1;7202104206;720301001;,625009,Тюменская обл,,Тюмень г,,Товарное шоссе ул,15,,;3452-296206, 3452-296190;m7230@m30.r72.nalog.ru;-;"Код ОКПО:26144245, Режим работы: понедельник, среда, пятница с 08.00 до 18.00; вторник, четверг с 08.00 до 20.00. Дополнительно: 1-я и 3-я суббота месяца с 10.00 до 15.00 без перерыва"
7232;Межрайонная ИФНС России № 14 по Тюменской области;7204117779;720301001;,625009,Тюменская обл,,Тюмень г,,Товарное шоссе ул,15,,;3452-296266, 3452-296297, 3452-296278;m7232@m32.r72.nalog.ru;-;"Код ОКПО:83329051 Единый регистрационный центр, Режим работы: понедельник- четверг- 8.00-17.00; пятница -8.00-16.00."
7300;УФНС России по Ульяновской области;7325051113;732501001;,432017,,,Ульяновск г,,Кузнецова ул,16-А,,;8422 41-27-93, справочная сл;u73@r73.nalog.ru;WWW.FEDERAL.MV.RU;"Код ОКПО:25303782. Режим работы: понедельник-четверг с 8-00 до 17-00; пятница с 8-00 до 16-00."
7303;Межрайонная ИФНС России по крупнейшим налогоплательщикам по Ульяновской области;7325051184;732501001;,432017,,,Ульяновск г,,Кузнецова ул,16-А,,;8422 67-91-06, справочная служ;i730300@m03.r73.nalog.ru;-;"Код ОКПО:20545167. Режим работы: понедельник-четверг с 8-00 до 17-00; пятница с 8-00 до 16-00"
7309;Межрайонная ИФНС России №4 по Ульяновской области;7309901444;730901001;,433130,Ульяновская обл,Майнский р-н,,Майна рп,Почтовая ул,24,,;84244 2-16-31, справочная;i730900@r73.nalog.ru;-;"Код ОКПО:25482974. Режим работы: понедельник, среда с 8-00 до 17-00; вторник , четверг с 8-00 до 19-00; пятница с 8-00 до16-00; 1,3 суббота с 10-00 до 15-00."
7313;Межрайонная ИФНС России №5 по Ульяновской области;7313004038;731301001;,433870, Ульяновская обл,Новоспасский р-н,,Новоспасское пгт,Мира ул,19,,;84238 2-18-46, справочная с;i731300@r73.nalog.ru;-;"Код ОКПО:25483034. Режим работы: понедельник, среда с 8-00 до 17-00; вторник , четверг с 8-00 до 19-00; пятница с 8-00 до16-00; 1,3 суббота с 10-00 до 15-00."
7321;Межрайонная ИФНС России №2 по Ульяновской области;7321308255;732101001;,433310,Ульяновская обл,Ульяновский р-н,,Ишеевка рп,Новокомбинатовская ул,3-А,,;84254 2-15-48, справочная с;i732100@r73.nalog.ru;-;"Код ОКПО:25482796. Режим работы: понедельник, среда с 8-00 до 17-00; вторник , четверг с 8-00 до 19-00; пятница с 8-00 до16-00; 1,3 суббота с 10-00 до 15-00."
7325;ИФНС России по Ленинскому району г.Ульяновска;7325051145;732501001;,432071,Ульяновская обл,,Ульяновск г,,Гончарова ул,19,,;8422 67-74-12, справочная сл;i732500@r73.nalog.ru;-;"Код ОКПО:25234006. Режим работы: понедельник, среда с 8-00 до 17-00; вторник , четверг с 8-00 до 19-00; пятница с 8-00 до16-00; 1,3 суббота с 10-00 до 15-00"
7326;ИФНС России по Железнодорожному району г.Ульяновска;7326022764;732601001;,432044,,,Ульяновск г,,Героев Свири ул,9,,;8422 67-51-00, справочная сл;i732600@r73.nalog.ru;-;"Код ОКПО:25306007. Режим работы: понедельник, среда с 8-00 до 17-00; вторник , четверг с 8-00 до 19-00; пятница с 8-00 до16-00; 1,3 суббота с 10-00 до 15-00"
7327;ИФНС России по Засвияжскому району г.Ульяновска;7327033286;732701001;,432045,,,Ульяновск г,,Промышленная ул,53а,,;8422 65-87-81, справочная сл;i732700@r73.nalog.ru;-;"Код ОКПО:25331784. Режим работы: понедельник, среда с 8-00 до 17-00; вторник , четверг с 8-00 до 19-00; пятница с 8-00 до16-00; 1,3 суббота с 10-00 до 15-00"
7328;ИФНС России по Заволжскому району г.Ульяновска;7328501184;732801001;,432072,,,Ульяновск г,,Алексея Наганова ул,2,,;8422519105;i732800@r73.nalog.ru;-;"Код ОКПО:25256261. Режим работы: понедельник, среда с 8-00 до 17-00; вторник , четверг с 8-00 до 19-00; пятница с 8-00 до16-00; 1,3 суббота с 10-00 до 15-00"
7329;Межрайонная ИФНС России № 7 по Ульяновской области;7329000014;732901001;,433504,Ульяновская обл,,Димитровград г,,Жуковского ул,4,,;84235 4-75-59, справочная служба;i732900@r73.nalog.ru;-;"Код ОКПО:87757022. Режим работы: понедельник, среда с 8-00 до 17-00; вторник , четверг с 8-00 до 19-00; пятница с 8-00 до16-00; 1,3 суббота с 10-00 до 15-00"
7400;УФНС России по Челябинской области;7453140506;745301001;,454080,,,Челябинск г,,Ленина пр-кт,79,,;8-800-222-22-22;u74@r74.nalog.ru;www.nalog.ru;Код ОКПО:32527625. Время работы: Понедельник-четверг с 9:00 до 18:00, пятница с 9:00 до 16:45
7404;Межрайонная ИФНС России № 21 по Челябинской области;7404008223;740401001;,456227,Челябинская обл,,Златоуст г,,Мира пр-кт,37,,;8-800-222-22-22;i740400@m04.r74.nalog.ru;-;Код ОКПО:21577235. Время работы: понедельник, среда с 09:00 до 18:00, вторник, четверг с 09:00 до 20:00, пятница с 09:00 до 16:45. Вторая и четвертая суббота месяца с 10:00 до 15:00.
7413;Межрайонная ИФНС России № 3 по Челябинской области;7413009544;741301001;,456870,Челябинская обл,,Кыштым г,,Ичевой Юлии ул,175,,;8-800-222-22-22;i741300@m13.r74.nalog.ru;-;Код ОКПО:32521195. Время работы: понедельник, среда с 09:00 до 18:00, вторник, четверг с 09:00 до 20:00, пятница с 09:00 до 16:45. Вторая и четвертая суббота месяца с 10:00 до 15:00.
7415;Межрайонная ИФНС России № 23 по Челябинской области;7415005658;741501001;,456300,Челябинская обл,,Миасс г,,Автозаводцев пр-кт,63,,;8-800-222-22-22;i741500@m15.r74.nalog.ru;-;Код ОКПО:21620652. Время работы: понедельник, среда с 09:00 до 18:00, вторник, четверг с 09:00 до 20:00, пятница с 09:00 до 16:45. Вторая и четвертая суббота месяца с 10:00 до 15:00.
